Topics,Alpha,Beta,Coherence
7,0.51,0.51,0.3860919635469166
7,0.51,0.6100000000000001,0.3916709899339355
7,0.51,0.7100000000000001,0.41692469060291465
7,0.51,0.81,0.4170957764667408
7,0.51,0.91,0.4554937925894031
7,0.51,symmetric,0.38288254223113544
7,0.6100000000000001,0.01,0.35175683784809425
7,0.6100000000000001,0.11,0.3669894725535423
7,0.6100000000000001,0.21000000000000002,0.3725026345332592
7,0.6100000000000001,0.31000000000000005,0.3868851602119405
7,0.6100000000000001,0.41000000000000003,0.3664758638742576
7,0.6100000000000001,0.51,0.3894162408477179
7,0.6100000000000001,0.6100000000000001,0.37043827336414764
7,0.6100000000000001,0.7100000000000001,0.37309140252049605
7,0.6100000000000001,0.81,0.42794534388633665
7,0.6100000000000001,0.91,0.43372558768999697
7,0.6100000000000001,symmetric,0.3646185187345896
7,0.7100000000000001,0.01,0.35998286737034796
7,0.7100000000000001,0.11,0.3485248822723398
7,0.7100000000000001,0.21000000000000002,0.3635291332758134
7,0.7100000000000001,0.31000000000000005,0.3814123117644851
7,0.7100000000000001,0.41000000000000003,0.3773858682205607
7,0.7100000000000001,0.51,0.3627211393538232
7,0.7100000000000001,0.6100000000000001,0.35686092713263057
7,0.7100000000000001,0.7100000000000001,0.3723219540844886
7,0.7100000000000001,0.81,0.38820607954700165
7,0.7100000000000001,0.91,0.42921993240425493
7,0.7100000000000001,symmetric,0.3583735619124632
7,0.81,0.01,0.35833895432043733
7,0.81,0.11,0.36130034743040496
7,0.81,0.21000000000000002,0.3643122426135585
7,0.81,0.31000000000000005,0.36717750702471796
7,0.81,0.41000000000000003,0.37430266665813766
7,0.81,0.51,0.3685842445364176
7,0.81,0.6100000000000001,0.357072515872319
7,0.81,0.7100000000000001,0.36748970831741895
7,0.81,0.81,0.3594535130627907
7,0.81,0.91,0.4204577528273781
7,0.81,symmetric,0.3556806131257194
7,0.91,0.01,0.3573388980769185
7,0.91,0.11,0.35052282790245176
7,0.91,0.21000000000000002,0.3585570321542429
7,0.91,0.31000000000000005,0.3688177207623609
7,0.91,0.41000000000000003,0.3954021917301285
7,0.91,0.51,0.37283227940714675
7,0.91,0.6100000000000001,0.37315477518882334
7,0.91,0.7100000000000001,0.3631823169716699
7,0.91,0.81,0.36792676995729084
7,0.91,0.91,0.40883643835599753
7,0.91,symmetric,0.36165023081181463
7,symmetric,0.01,0.3709283129729433
7,symmetric,0.11,0.3389005917716835
7,symmetric,0.21000000000000002,0.332457792372641
7,symmetric,0.31000000000000005,0.3565510510018372
7,symmetric,0.41000000000000003,0.3665020987095997
7,symmetric,0.51,0.3827794980610356
7,symmetric,0.6100000000000001,0.3785357094942769
7,symmetric,0.7100000000000001,0.4148257456843366
7,symmetric,0.81,0.42583915098692
7,symmetric,0.91,0.37818601895034026
7,symmetric,symmetric,0.31910228718718375
7,asymmetric,0.01,0.36162575157676136
7,asymmetric,0.11,0.46311278796079364
7,asymmetric,0.21000000000000002,0.42995600751100543
7,asymmetric,0.31000000000000005,0.44558936029558505
7,asymmetric,0.41000000000000003,0.4165560544770977
7,asymmetric,0.51,0.43104121224395925
7,asymmetric,0.6100000000000001,0.45198901856439083
7,asymmetric,0.7100000000000001,0.3821800413881343
7,asymmetric,0.81,0.40094289371258357
7,asymmetric,0.91,0.3624741253407895
7,asymmetric,symmetric,0.44087164887825014
